id_pop,data_inicio,data_fim,latitude,longitude,gravidade,h3
5,2019-09-03 18:56:45+00:00,2019-09-03 20:02:25+00:00,-23.0066933,-43.3106674,Baixo,88a8a07191fffff
5,2018-11-08 03:25:15+00:00,2018-11-08 07:28:50+00:00,-23.0065978,-43.31066020000003,Baixo,88a8a07191fffff
5,2018-11-09 16:18:02+00:00,2018-11-09 19:27:40+00:00,-23.0062772,-43.30857209999999,Baixo,88a8a07191fffff
5,2018-11-26 07:13:43+00:00,2018-11-26 08:27:57+00:00,-23.0065978,-43.31066020000003,Baixo,88a8a07191fffff
5,2019-11-19 00:07:40+00:00,2019-11-19 07:01:19+00:00,-23.0055535,-43.30390560000001,Baixo,88a8a07191fffff
5,2019-11-11 11:14:18+00:00,2019-11-11 12:37:08+00:00,-23.0062772,-43.30857209999999,Baixo,88a8a07191fffff
5,2021-01-03 06:01:34+00:00,2021-01-03 10:10:00+00:00,-23.0076468,-43.3060963,Baixo,88a8a07191fffff
5,2021-01-02 22:38:29+00:00,2021-01-03 11:37:06+00:00,-23.0068307,-43.3107119,Medio,88a8a07191fffff
5,2021-06-07 22:36:57+00:00,2021-06-08 00:40:09+00:00,-23.0062608,-43.3085822,Baixo,88a8a07191fffff
5,2021-06-17 03:34:11+00:00,2021-06-17 05:48:45+00:00,-23.0066958,-43.310663,Baixo,88a8a07191fffff
5,2021-11-02 04:15:51+00:00,2021-11-02 06:06:14+00:00,-23.0066805,-43.3109026,Baixo,88a8a07191fffff
5,2020-06-29 01:01:11+00:00,2020-06-29 03:25:59+00:00,-23.0062608,-43.3085822,Baixo,88a8a07191fffff
5,2020-06-15 23:58:54+00:00,2020-06-16 09:00:21+00:00,-23.0068307,-43.3107119,Baixo,88a8a07191fffff
5,2020-06-04 19:43:09+00:00,2020-06-05 01:39:22+00:00,-23.0068307,-43.3107119,Baixo,88a8a07191fffff
5,2020-06-16 00:04:52+00:00,2020-06-16 06:10:12+00:00,-23.0068307,-43.3107119,Baixo,88a8a07191fffff
5,2021-05-07 14:00:13+00:00,2021-05-07 20:56:54+00:00,-23.0044435,-43.3061215,Baixo,88a8a07191fffff
5,2021-05-30 18:34:03+00:00,2021-05-30 22:18:03+00:00,-23.0066159,-43.3081833,Baixo,88a8a07191fffff
5,2021-05-30 21:42:58+00:00,2021-05-30 22:20:26+00:00,-23.0062608,-43.3085822,Baixo,88a8a07191fffff
5,2021-05-12 21:37:03+00:00,2021-05-13 08:50:01+00:00,-23.0066933,-43.3106674,Baixo,88a8a07191fffff
5,2021-05-07 10:37:14+00:00,2021-05-07 15:48:15+00:00,-23.0066933,-43.3106674,Baixo,88a8a07191fffff
5,2020-05-15 02:59:18+00:00,2020-05-15 08:39:14+00:00,-23.0093666,-43.3032538,Baixo,88a8a07191fffff
5,2020-05-03 16:46:14+00:00,2020-05-05 05:00:20+00:00,-23.0077557,-43.3064882,Baixo,88a8a07191fffff
5,2020-05-07 01:56:42+00:00,2020-05-07 11:53:42+00:00,-23.0068307,-43.3107119,Baixo,88a8a07191fffff
5,2020-05-15 03:04:42+00:00,2020-05-15 08:38:47+00:00,-23.0068307,-43.3107119,Baixo,88a8a07191fffff
5,2018-04-03 21:53:02+00:00,2018-04-04 01:48:18+00:00,-23.0065927,-43.31076150000001,Baixo,88a8a07191fffff
5,2018-04-06 00:56:50+00:00,2018-04-06 03:56:11+00:00,-23.0065927,-43.31076150000001,Baixo,88a8a07191fffff
5,2022-11-08 17:09:18+00:00,2022-11-08 17:27:44+00:00,-23.0066958,-43.310663,Baixo,88a8a07191fffff
5,2022-11-03 01:56:06+00:00,2022-11-03 05:16:01+00:00,-23.0066958,-43.310663,Baixo,88a8a07191fffff
5,2021-10-11 05:08:06+00:00,2021-10-11 06:08:27+00:00,-23.0066958,-43.310663,Baixo,88a8a07191fffff
5,2021-10-20 05:07:24+00:00,2021-10-20 06:37:08+00:00,-23.0066958,-43.310663,Baixo,88a8a07191fffff
5,2021-10-28 23:03:03+00:00,2021-10-29 03:41:35+00:00,-23.0074354,-43.30395,Baixo,88a8a07191fffff
5,2022-03-25 04:56:49+00:00,2022-03-25 13:29:31+00:00,-23.0062307,-43.3091106,Baixo,88a8a07191fffff
5,2022-03-31 23:51:55+00:00,2022-04-01 00:28:18+00:00,-23.0070404,-43.3097149,Baixo,88a8a07191fffff
31,2022-03-27 05:58:22+00:00,2022-03-27 14:49:04+00:00,-23.0068307,-43.3107119,Baixo,88a8a07191fffff
5,2022-03-31 23:21:09+00:00,2022-04-01 01:46:50+00:00,-23.0066958,-43.310663,Baixo,88a8a07191fffff
5,2022-03-31 23:26:39+00:00,2022-04-01 01:06:25+00:00,-23.0066958,-43.310663,Baixo,88a8a07191fffff
5,2020-02-03 00:00:58+00:00,2020-02-03 15:00:28+00:00,-23.0064096,-43.3093616,Baixo,88a8a07191fffff
5,2020-02-10 15:42:28+00:00,2020-02-10 16:45:21+00:00,-23.0068307,-43.3107119,Baixo,88a8a07191fffff
5,2020-02-21 19:51:42+00:00,2020-02-21 23:20:17+00:00,-23.0068307,-43.3107119,Baixo,88a8a07191fffff
5,2020-02-29 22:09:21+00:00,2020-03-01 10:01:41+00:00,-23.0068307,-43.3107119,Baixo,88a8a07191fffff
5,2020-02-02 22:18:39+00:00,2020-02-03 01:50:21+00:00,-23.0066933,-43.3106674,Baixo,88a8a07191fffff
5,2020-02-10 16:31:55+00:00,2020-02-10 17:47:14+00:00,-23.0066933,-43.3106674,Baixo,88a8a07191fffff
5,2020-02-11 05:41:38+00:00,2020-02-11 05:56:49+00:00,-23.0066933,-43.3106674,Baixo,88a8a07191fffff
5,2020-02-11 00:06:22+00:00,2020-02-11 06:11:10+00:00,-23.0066933,-43.3106674,Baixo,88a8a07191fffff
5,2016-02-29 14:13:18+00:00,2016-02-29 21:00:43+00:00,-23.0074767,-43.305127500000026,Alto,88a8a07191fffff
5,2016-02-29 14:28:43+00:00,2016-03-01 00:21:30+00:00,-23.0081348,-43.301857600000005,Baixo,88a8a07191fffff
5,2017-04-28 03:16:04+00:00,2017-04-28 04:57:25+00:00,-23.0069869,-43.31061399999999,Baixo,88a8a07191fffff
